su	Y	6c
te	Y	6c
fy	Y	6c
ba	Y	6c
sw	Y	6c
mrj	Y	6c
as	Y	6c
ky	Y	6c
ne	Y	6c
sco	Y	6c
nds	Y	6c
tl	Y	6c
my	Y	6c
pms	Y	6c
be-x-old	Y	6c
or	Y	6c
ga	Y	6c
mr	Y	6c
tt	Y	6c
an	Y	6c
ku	Y	6c
